------------------------------------------------------------
 Current - Vg = 0.5 V
------------------------------------------------------------
Voltage (V), Current (A)
         0.517299107,       0.000395358025
         0.517578125,       0.000395429831
         0.517857143,       0.000395501403
         0.518136161,       0.000395572741
          0.51827567,       0.000395608322
         0.518415179,       0.000395643845
         0.518554688,       0.000395679309
         0.518694196,       0.000395714714
         0.518833705,       0.000395750062
         0.518973214,        0.00039578535
         0.519112723,        0.00039582058
         0.519252232,       0.000395855752
         0.519391741,       0.000395890865
          0.51953125,       0.000395925919
         0.519670759,       0.000395960916
         0.519810268,       0.000395995853
         0.520089286,       0.000396065554
         0.520228795,       0.000396100316
         0.520368304,       0.000396135021
         0.520507813,       0.000396169666
         0.520647321,       0.000396204254
          0.52078683,       0.000396238783
         0.520926339,       0.000396273254
         0.521065848,       0.000396307666
         0.521205357,        0.00039634202
         0.521344866,       0.000396376316
         0.521484375,       0.000396410554
         0.521554129,       0.000396427651
         0.521623884,       0.000396444733
         0.521693638,       0.000396461801
         0.521763393,       0.000396478854
         0.521833147,       0.000396495893
         0.521902902,       0.000396512917
         0.521972656,       0.000396529927
         0.522042411,       0.000396546922
         0.522112165,       0.000396563902
          0.52218192,       0.000396580868
         0.522251674,        0.00039659782
         0.522321429,       0.000396614757
         0.522391183,       0.000396631679
         0.522460938,       0.000396648587
         0.522530692,        0.00039666548
         0.522600446,       0.000396682359
         0.522739955,       0.000396716073
          0.52280971,       0.000396732908
         0.522879464,       0.000396749728
         0.522949219,       0.000396766534
         0.523018973,       0.000396783326
         0.523088728,       0.000396800103
         0.523158482,       0.000396816865
         0.523228237,       0.000396833613
         0.523297991,       0.000396850347
         0.523367746,       0.000396867066
           0.5234375,        0.00039688377
         0.523507254,        0.00039690046
         0.523577009,       0.000396917136
         0.523646763,       0.000396933797
         0.523716518,       0.000396950443
         0.523786272,       0.000396967075
         0.523856027,       0.000396983692
         0.523925781,       0.000397000295
         0.523995536,       0.000397016884
          0.52406529,       0.000397033458
         0.524135045,       0.000397050017
         0.524204799,       0.000397066562
         0.524274554,       0.000397083093
         0.524344308,       0.000397099609
         0.524414063,        0.00039711611
         0.524483817,       0.000397132597
         0.524553571,        0.00039714907
         0.524623326,       0.000397165528
          0.52469308,       0.000397181972
         0.524762835,       0.000397198401
         0.524832589,       0.000397214816
         0.524902344,       0.000397231216
         0.524972098,       0.000397247602
         0.525041853,       0.000397263973
         0.525111607,        0.00039728033
         0.525181362,       0.000397296672
         0.525216239,       0.000397304838
         0.525251116,          0.000397313
         0.525285993,       0.000397321159
         0.525320871,       0.000397329314
         0.525355748,       0.000397337465
         0.525390625,       0.000397345613
         0.525425502,       0.000397353757
         0.525460379,       0.000397361898
         0.525495257,       0.000397370035
         0.525530134,       0.000397378168
         0.525565011,       0.000397386298
         0.525599888,       0.000397394424
         0.525634766,       0.000397402546
         0.525669643,       0.000397410665
          0.52570452,        0.00039741878
         0.525739397,       0.000397426892
         0.525774275,          0.000397435
         0.525809152,       0.000397443104
         0.525844029,       0.000397451205
         0.525878906,       0.000397459303
         0.525913783,       0.000397467396
         0.525948661,       0.000397475486
         0.525983538,       0.000397483573
         0.526018415,       0.000397491655
          0.52608817,        0.00039750781
         0.526123047,       0.000397515882
         0.526157924,       0.000397523951
         0.526227679,       0.000397540077
         0.526297433,       0.000397556188
         0.526367188,       0.000397572285
         0.526402065,       0.000397580329
         0.526436942,       0.000397588368
         0.526471819,       0.000397596404
         0.526506696,       0.000397604437
         0.526576451,        0.00039762049
         0.526611328,       0.000397628512
         0.526646205,        0.00039763653
         0.526681083,       0.000397644544
          0.52671596,       0.000397652555
         0.526750837,       0.000397660562
         0.526785714,       0.000397668566
         0.526820592,       0.000397676566
         0.526855469,       0.000397684562
         0.526890346,       0.000397692555
         0.526925223,       0.000397700544
           0.5269601,        0.00039770853
         0.526994978,       0.000397716512
         0.527029855,       0.000397724491
         0.527064732,       0.000397732465
         0.527099609,       0.000397740437
         0.527134487,       0.000397748404
         0.527169364,       0.000397756368
         0.527204241,       0.000397764329
         0.527239118,       0.000397772286
         0.527273996,       0.000397780239
         0.527308873,       0.000397788189
          0.52734375,       0.000397796135
         0.527413504,       0.000397812016
         0.527448382,       0.000397819952
         0.527483259,       0.000397827883
         0.527518136,       0.000397835812
         0.527553013,       0.000397843736
         0.527622768,       0.000397859574
         0.527692522,       0.000397875398
         0.527762277,       0.000397891208
         0.527832031,       0.000397907003
         0.527901786,       0.000397922784
         0.527936663,        0.00039793067
          0.52797154,       0.000397938551
         0.528006417,       0.000397946429
         0.528041295,       0.000397954303
         0.528076172,       0.000397962174
         0.528111049,       0.000397970041
         0.528145926,       0.000397977905
         0.528180804,       0.000397985765
         0.528250558,       0.000398001474
         0.528285435,       0.000398009324
         0.528320313,       0.000398017169
         0.528390067,        0.00039803285
         0.528529576,       0.000398064169
         0.528808594,       0.000398126634
         0.529366629,       0.000398250878
         0.530482701,        0.00039849663
         0.532714844,       0.000398977237
         0.535714286,       0.000399600376
          0.54171317,       0.000400770088
         0.553710938,       0.000402817281
         0.571428571,       0.000405207691
         0.589285714,       0.000407017641
         0.607142857,       0.000408421088
               0.625,       0.000409566804
         0.642857143,         0.0004105432
         0.660714286,       0.000411402456
         0.678571429,       0.000412174401
         0.696428571,       0.000412880409
         0.714285714,       0.000413537517
                0.75,       0.000414736801
         0.767857143,       0.000415289012
         0.785714286,       0.000415816973
         0.857142857,       0.000417751062
         0.928571429,       0.000419486485
                   1,       0.000421076815

